Seniority;Status;Category;FirstDiv_Cat;SecondDiv_Cat;RFEF1_Cat;RFEF2_Cat;RFEF3_Cat;Preferent_Cat;Regional1_Cat;Regional2_Cat;Regional3_Cat;Junior_Cat;Male;YearBorn;MadridBorn;Spanish;Office;MadridOf;AlcalaOf;AranjuezOf;StartYear;StartAge;DropYear;DropAge;talent;Motive_To_Start;MTSFeltinterestedbyrefereeing;MTSMyfriendsfamilydid;MTSToearnsomemoney;MTSTopracticesomesport;MTSTocontinueinfootball;MTSAmotivatingchallenge;MTSForbeingasocialactivity;Risk_To_Leave;RTLSufferingagression;RTLLackofphysicalcondition;RTLDissapointmentfornothaving;RTLPersonalIncompatibility;RTLProfessionalIncompatibility;RTLLossofinterest;RTLScarcefollowupbytheCommi;RTLRequirementsphysicalortes;RTLDissagreementwithCommittee;RTLInsufficientremuneration;RTLDemotion;RTLUnfairpromotions;Friend_or_Relative;Player_or_Coach;Player_or_CoachYes;Player_or_CoachYesbelowregional;Player_or_CoachNo;Vocation;VocationVocationatstart;Motives_to_Continue;Motives_to_ContinuePromotionexp;Motives_to_ContinueExtraincome;Motives_to_ContinueRefereesocia;Motives_to_ContinueTreatmentby;Motives_to_ContinueExictementto;Motives_to_ContinueRelationship;Motives_to_ContinueMotivationfo;Motives_to_ContinueParticipatei;Ready_to_Promote;Ready_to_PromoteReadytopromote;Ready_to_PromoteNotreadytopro;Ready_to_PromoteNotsureifread;Safety;SafetyNo;SafetyRarely;SafetySometimes;SafetyManytimes;Avoidable_Drop;Avoidable_DropStillactive;Avoidable_DropItcouldhavebeen;Avoidable_DropPersonalreasons;Avoidable_DropNotsure;SupportProgram_part;SupportProgram_partYes;SupportProgram_partNobutIwou;SupportProgram_partNoandnoti;SupportProgram_partPrefernotan;Dependants;DependantsYes;Education_Level;Education_LevelPrefernotanswer;Education_LevelPhDormaster;Education_LevelGrade;Education_LevelSecondaryeducati;Education_LevelComplulsorysecon;Education_LevelBasiceducation;Education_LevelNobasiceducatio
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;E;0;0;0;0;1;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B - E - G;0;1;0;0;1;0;1;0;C;0;0;1;A;1;0;0;0;A;1;0;0;0;C;0;0;1;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1998;1;1;MADRID;1;0;0;2019;21;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;6;0;0;0;0;0;1;0;0;0;0;1;1994;0;1;MADRID;1;0;0;2019;25;0;;0;B;0;1;0;0;0;0;0;B - D - K;0;1;0;1;0;0;0;0;0;0;1;0;1;B;0;1;0;B;0;A - C - E - G;1;0;1;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;A;1;0;0;0;0;0;0;L;0;0;0;0;0;0;0;0;0;0;0;1;0;A;1;0;0;A;1;A - B;1;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;A;1;4;0;0;0;1;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;0;1;MADRID;1;0;0;2019;18;0;;0;A;1;0;0;0;0;0;0;B;0;1;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - B - C - E - G;1;1;1;0;1;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;E;0;0;0;0;1;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;B;0;B - G;0;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;A;1;0;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;0;1;MADRID;1;0;0;2019;16;0;;0;F;0;0;0;0;0;1;0;K;0;0;0;0;0;0;0;0;0;0;1;0;0;B;0;1;0;A;1;C;0;0;1;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2004;1;1;MADRID;1;0;0;2019;15;0;;0;A;1;0;0;0;0;0;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;D;0;0;0;1;C;0;0;1;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;A;1;B - E - F;0;1;0;0;1;1;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;C;0;0;1;A;1;A - B - E - G;1;1;0;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;B;0;1;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;C;0;0;1;C;0;0;1;0;B;0;1;0;0;C;0;0;1;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1994;0;0;MADRID;1;0;0;2019;25;0;;0;A;1;0;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;B;0;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1999;1;1;MADRID;1;0;0;2019;20;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;B;0;B - E - G;0;1;0;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - B - E - F - G - H;1;1;0;0;1;1;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;B;0;A - E - G;1;0;0;0;1;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;2002;1;1;MADRID;1;0;0;2019;17;0;;0;B;0;1;0;0;0;0;0;B - E;0;1;0;0;1;0;0;0;0;0;0;0;1;C;0;0;1;B;0;B - F - G - H;0;1;0;0;0;1;1;1;B;0;1;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;C;0;0;1;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;3;0;0;0;0;1;0;0
2;0;8;0;0;0;0;0;0;0;1;0;0;1;1998;0;1;MADRID;1;0;0;2019;21;2019;21;0;E;0;0;0;0;1;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A - B - E - F - G - H;1;1;0;0;1;1;1;1;A;1;0;0;B;0;1;0;0;C;0;0;1;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;2001;1;1;ALCALA DE HENARES;0;1;0;2019;18;0;;0;F;0;0;0;0;0;1;0;H;0;0;0;0;0;0;0;1;0;0;0;0;1;A;1;0;0;A;1;E;0;0;0;0;1;0;0;0;A;1;0;0;D;0;0;0;1;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1998;1;1;MADRID;1;0;0;2019;21;0;;0;C;0;0;1;0;0;0;0;G;0;0;0;0;0;0;1;0;0;0;0;0;0;B;0;1;0;B;0;G;0;0;0;0;0;0;1;0;A;1;0;0;D;0;0;0;1;A;1;0;0;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2004;1;1;MADRID;1;0;0;2019;15;0;;0;A;1;0;0;0;0;0;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;A;1;0;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;E;0;0;0;0;1;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;A;1;E;0;0;0;0;1;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;2002;1;1;MADRID;1;0;0;2019;17;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;1995;1;1;MADRID;1;0;0;2019;24;0;;0;E;0;0;0;0;1;0;0;E - J - L;0;0;0;0;1;0;0;0;0;1;0;1;0;A;1;0;0;B;0;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;B;0;1;0;0;0;0;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;A - B - E - F - G;1;1;0;0;1;1;1;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;E;0;0;0;0;1;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;B;0;A - B - E - G;1;1;0;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;C;0;0;1;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;A;1;0;0;B;0;B - G;0;1;0;0;0;0;1;0;C;0;0;1;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;E - F - G - H;0;0;0;0;1;1;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;L;0;0;0;0;0;0;0;0;0;0;0;1;0;B;0;1;0;A;1;A;1;0;0;0;0;0;0;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1996;1;1;MADRID;1;0;0;2019;23;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B - D - E - G;0;1;0;1;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;0;10;0;0;0;0;0;0;0;0;0;1;1;2001;0;1;ALCALA DE HENARES;0;1;0;2019;18;2020;19;0;B;0;1;0;0;0;0;0;I;0;0;0;0;0;0;0;0;1;0;0;0;1;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;C;0;0;1;0;B;0;1;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1995;0;1;MADRID;1;0;0;2019;24;0;;0;A;1;0;0;0;0;0;0;A - D;1;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;E;0;0;0;0;1;0;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;C;0;0;1;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;D;0;0;0;1;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;7;0;0;0;0;0;0;1;0;0;0;1;1995;0;1;MADRID;1;0;0;2019;24;0;;0;F;0;0;0;0;0;1;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;G;0;0;0;0;0;0;1;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
2;0;6;0;0;0;0;0;1;0;0;0;0;1;1995;1;1;MADRID;1;0;0;2019;24;2020;25;0;C;0;0;1;0;0;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;1;A;1;0;0;B;0;B - E - F - H;0;1;0;0;1;1;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;B;0;1;0;0;0;0;0;C - D - I - J;0;0;1;1;0;0;0;0;1;1;0;0;1;B;0;1;0;B;0;A - B;1;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;B;0;1;0;0;C;0;0;1;0;A;1;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;B;0;1;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;4;0;0;0;1;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;1;1;ALCALA DE HENARES;0;1;0;2019;18;0;;1;A;1;0;0;0;0;0;0;A - E;1;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - G - H;1;0;0;0;0;0;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;4;0;0;0;1;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2002;1;1;ARANJUEZ;0;0;1;2019;17;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - B - C - D - F - H;1;1;1;1;0;1;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;0;1;ALCALA DE HENARES;0;1;0;2019;18;0;;0;B;0;1;0;0;0;0;0;A - C - D - E - F - K;1;0;1;1;1;1;0;0;0;0;1;0;0;B;0;1;0;A;1;A - B;1;1;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;C;0;0;1;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;C;0;0;1;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B - E - G;0;1;0;0;1;0;1;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;D;0;0;0;1;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;0;1;MADRID;1;0;0;2019;19;0;;1;B;0;1;0;0;0;0;0;L;0;0;0;0;0;0;0;0;0;0;0;1;1;B;0;1;0;A;1;A - B - D - F - G;1;1;0;1;0;1;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;1;0;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;C;0;0;1;0;0;0;0;C;0;0;1;0;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;A - B;1;1;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;B;0;B;0;1;0;0;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;C;0;0;1;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;E;0;0;0;0;1;0;0;A - D - E - I - J - K - L;1;0;0;1;1;0;0;0;1;1;1;1;0;B;0;1;0;A;1;B - C - E - G;0;1;1;0;1;0;1;0;B;0;1;0;B;0;1;0;0;A;1;0;0;0;D;0;0;0;1;C;0;1;1;0;0;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;A;1;0;0;0;0;0;0;D - E - J - L;0;0;0;1;1;0;0;0;0;1;0;1;0;B;0;1;0;A;1;A - C - G - H;1;0;1;0;0;0;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;C;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;C;0;0;1;0;0;0;0;F;0;0;0;0;0;1;0;0;0;0;0;0;1;B;0;1;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2000;1;1;MADRID;1;0;0;2019;19;0;;0;A;1;0;0;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;A - B - G - H;1;1;0;0;0;0;1;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;F;0;0;0;0;0;1;0;A - G;1;0;0;0;0;0;1;0;0;0;0;0;1;A;1;0;0;A;1;F;0;0;0;0;0;1;0;0;A;1;0;0;C;0;0;1;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;1996;1;1;MADRID;1;0;0;2019;23;0;;0;A;1;0;0;0;0;0;0;E - F - G - I;0;0;0;0;1;1;1;0;1;0;0;0;0;B;0;1;0;A;1;A - B - E - F - G;1;1;0;0;1;1;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;A;1;0;0;0;B;0;6;0;1;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2005;1;1;MADRID;1;0;0;2019;14;0;;0;B;0;1;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;A;1;B - E - G;0;1;0;0;1;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;1997;1;1;MADRID;1;0;0;2019;22;0;;0;C;0;0;1;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;1;A;1;0;0;B;0;B;0;1;0;0;0;0;0;0;B;0;1;0;A;1;0;0;0;A;1;0;0;0;C;0;0;1;0;A;1;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;E;0;0;0;0;1;0;0;H;0;0;0;0;0;0;0;1;0;0;0;0;1;B;0;1;0;B;0;E - G;0;0;0;0;1;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;C;0;0;1;0;0;0;0;J;0;0;0;0;0;0;0;0;0;1;0;0;1;B;0;1;0;A;1;C;0;0;1;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;0;1995;1;1;MADRID;1;0;0;2019;24;0;;0;E;0;0;0;0;1;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;0;A;1;0;0;A;1;A - B - D - E - G;1;1;0;1;1;0;1;0;A;1;0;0;D;0;0;0;1;C;0;0;1;0;A;1;0;0;0;B;0;6;0;1;0;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;E;0;0;0;0;1;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;0;B;0;1;0;A;1;B - D;0;1;0;1;0;0;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;3;0;0;0;0;1;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2001;1;1;MADRID;1;0;0;2019;18;0;;0;E;0;0;0;0;1;0;0;F;0;0;0;0;0;1;0;0;0;0;0;0;0;B;0;1;0;B;0;B;0;1;0;0;0;0;0;0;B;0;1;0;C;0;0;1;0;A;1;0;0;0;D;0;0;0;1;A;1;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;E;0;0;0;0;1;0;0;L;0;0;0;0;0;0;0;0;0;0;0;1;1;A;1;0;0;B;0;A;1;0;0;0;0;0;0;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2002;1;1;MADRID;1;0;0;2019;17;0;;0;E;0;0;0;0;1;0;0;B;0;1;0;0;0;0;0;0;0;0;0;0;1;B;0;1;0;B;0;B - E - F;0;1;0;0;1;1;0;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;F;0;0;0;0;0;1;0;0;0;0;0;0;0;B;0;1;0;A;1;B - G;0;1;0;0;0;0;1;0;A;1;0;0;B;0;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1992;1;1;MADRID;1;0;0;2019;27;0;;0;A;1;0;0;0;0;0;0;E;0;0;0;0;1;0;0;0;0;0;0;0;0;A;1;0;0;B;0;A - E;1;0;0;0;1;0;0;0;A;1;0;0;A;1;0;0;0;B;0;1;0;0;B;0;1;0;0;B;0;4;0;0;0;1;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;0;2000;1;1;ARANJUEZ;0;0;1;2019;19;0;;0;A;1;0;0;0;0;0;0;A;1;0;0;0;0;0;0;0;0;0;0;0;1;A;1;0;0;A;1;A - C - F - G - H;1;0;1;0;0;1;1;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;D;0;0;0;1;C;0;5;0;0;1;0;0;0;0
2;1;10;0;0;0;0;0;0;0;0;0;1;1;1999;1;1;MADRID;1;0;0;2019;20;0;;0;C;0;0;1;0;0;0;0;D;0;0;0;1;0;0;0;0;0;0;0;0;1;C;0;0;1;A;1;A - B - H;1;1;0;0;0;0;0;1;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;6;0;1;0;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;1992;1;1;MADRID;1;0;0;2019;27;0;;0;A;1;0;0;0;0;0;0;D - E - G - L;0;0;0;1;1;0;1;0;0;0;0;1;0;A;1;0;0;A;1;A - B - G;1;1;0;0;0;0;1;0;A;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;1;0;0;B;0;5;0;0;1;0;0;0;0
2;1;8;0;0;0;0;0;0;0;1;0;0;1;2003;1;1;MADRID;1;0;0;2019;16;0;;0;A;1;0;0;0;0;0;0;D - E;0;0;0;1;1;0;0;0;0;0;0;0;0;A;1;0;0;B;0;B - E - H;0;1;0;0;1;0;0;1;A;1;0;0;B;0;1;0;0;A;1;0;0;0;A;1;0;0;0;B;0;5;0;0;1;0;0;0;0
